 ListingID,Link,Host ID,Listing Type,lat,lng,Bedrooms,Bathrooms,Base Guests,Star Rating,Reviews,Price,Occupancy,Revenue,Active Nights,Min Stay,Booking Window,LOS,Dynamic Pricing,Professionally Managed,Beachfront,Hottub,Kitchen,Pets Allowed,Pool,EV Charger,new_listing,id
15805779,https://www.airbnb.com/rooms/15805779,117347367,Entire home,39.77117,-105.00761,3,3.0,10,4.94,86,316.0,26.0,21574.0,365.0,30,9.0,31.0,Low,Small,No,No,Yes,No,No,No,0,659
17824243,https://www.airbnb.com/rooms/17824243,26203918,Entire home,39.77389,-105.00556,3,2.0,8,4.96,51,316.0,54.0,50499.0,350.0,2,30.5,3.0,High,Individual,No,No,Yes,Yes,No,No,0,660
18042124,https://www.airbnb.com/rooms/18042124,76129561,Entire home,39.76472,-105.01119,3,2.0,6,4.98,124,290.0,56.0,29201.0,174.0,1,118.0,3.0,None,Individual,No,No,Yes,No,No,No,0,661
19551996,https://www.airbnb.com/rooms/19551996,106952529,Entire home,39.76967,-105.01404,3,1.5,10,4.76,67,186.0,64.0,48810.0,354.0,1,26.5,2.0,High,Individual,No,Yes,Yes,Yes,No,No,0,662
20163628,https://www.airbnb.com/rooms/20163628,24517598,Entire home,39.76321,-105.03722,3,1.5,7,4.9,395,184.0,80.0,58137.0,344.0,1,55.5,3.0,High,Small,No,No,Yes,Yes,No,No,0,663
20518557,https://www.airbnb.com/rooms/20518557,2903727,Entire home,39.76356,-105.04741,3,2.0,7,4.91,156,177.0,72.0,47236.0,346.0,2,37.0,3.0,High,Individual,No,No,Yes,No,No,No,0,664
21242678,https://www.airbnb.com/rooms/21242678,118734623,Entire guesthouse,39.76062,-105.03918,3,1.0,5,4.92,91,185.0,60.0,14912.0,184.0,29,37.5,31.5,None,Individual,No,No,Yes,No,No,No,0,665
21946032,https://www.airbnb.com/rooms/21946032,13466466,Entire home,39.76206,-105.02192,3,1.5,6,4.98,129,299.0,88.0,88147.0,313.0,1,87.5,2.0,None,Individual,No,No,Yes,No,No,No,0,666
21998986,https://www.airbnb.com/rooms/21998986,16722769,Entire townhouse,39.76099,-105.00913,3,3.5,7,5.0,62,549.0,84.0,159113.0,351.0,4,81.0,6.0,None,Individual,No,No,Yes,No,No,No,0,667
22214871,https://www.airbnb.com/rooms/22214871,98229149,Entire home,39.75621,-105.03321,3,2.0,7,4.65,86,158.0,68.0,24494.0,224.0,29,116.0,7.0,None,Individual,No,No,Yes,Yes,No,No,0,668
22880838,https://www.airbnb.com/rooms/22880838,117347367,Entire townhouse,39.76564,-105.00507,3,3.5,6,4.99,239,275.0,62.0,79744.0,342.0,29,15.0,3.0,None,Small,No,No,Yes,No,No,No,0,669
24965772,https://www.airbnb.com/rooms/24965772,63819719,Entire home,39.75795,-105.01179,3,2.5,10,4.97,116,425.0,94.0,56493.0,145.0,3,91.5,3.0,Low,Individual,No,No,Yes,Yes,No,No,0,670
25010516,https://www.airbnb.com/rooms/25010516,6807612,Entire home,39.78043,-105.03681,3,2.0,6,4.86,56,458.5,51.0,40277.0,352.0,1,57.5,56.5,High,Small,No,No,Yes,Yes,No,No,0,671
25141789,https://www.airbnb.com/rooms/25141789,190023449,Entire home,39.76636,-105.01495,3,2.0,8,4.88,88,159.0,89.0,7104.0,63.0,30,13.5,5.5,Low,Individual,No,No,Yes,No,No,No,1,672
25730584,https://www.airbnb.com/rooms/25730584,42681856,Entire townhouse,39.76569,-105.01135,3,1.0,5,4.94,275,169.0,72.0,50451.0,358.0,1,52.0,2.0,None,Individual,No,No,Yes,No,No,No,0,673
26736932,https://www.airbnb.com/rooms/26736932,66242686,Entire townhouse,39.75546,-105.01978,3,2.5,6,4.96,90,532.0,60.0,119387.0,357.0,3,55.0,5.0,None,Small,No,Yes,Yes,No,No,No,0,674
27084940,https://www.airbnb.com/rooms/27084940,7498929,Entire home,39.76457,-105.00411,3,3.5,8,4.96,49,1064.5,70.0,265937.0,362.0,3,28.5,4.5,High,Small,No,No,Yes,No,No,No,0,675
27985624,https://www.airbnb.com/rooms/27985624,107582791,Entire home,39.77834,-105.02467,3,3.0,8,4.9,256,183.0,72.0,42497.0,355.0,2,58.0,3.0,Moderate,Small,No,No,Yes,No,No,No,0,676
28563177,https://www.airbnb.com/rooms/28563177,13095510,Entire home,39.76127,-105.0346,3,1.5,6,5.0,31,365.0,96.0,69262.0,207.0,2,47.0,4.0,None,Individual,No,No,Yes,Yes,No,No,0,677
29059053,https://www.airbnb.com/rooms/29059053,387840604,Entire townhouse,39.77244,-105.00499,3,3.5,6,4.97,69,570.0,58.0,47128.0,219.0,29,2.0,28.0,None,Small,No,No,Yes,Yes,No,No,0,678
31086360,https://www.airbnb.com/rooms/31086360,80797680,Entire home,39.74848,-105.03089,3,3.5,6,4.94,82,217.0,45.0,25359.0,284.0,29,23.0,11.0,None,Individual,No,No,Yes,No,No,No,0,679
34462934,https://www.airbnb.com/rooms/34462934,2224115,Entire bungalow,39.76466,-105.02881,3,2.0,4,4.97,35,299.0,67.0,59723.0,264.0,2,46.0,3.0,None,Small,No,No,Yes,No,No,No,0,680
35972429,https://www.airbnb.com/rooms/35972429,12450054,Entire home,39.75466,-105.03242,3,3.0,6,5.0,9,575.0,88.0,46575.0,92.0,2,27.5,2.0,None,Individual,No,Yes,Yes,Yes,No,No,0,681
37709770,https://www.airbnb.com/rooms/37709770,129439075,Entire home,39.78089,-105.01865,3,2.0,5,5.0,7,294.0,100.0,19046.0,114.0,30,12.0,29.5,High,Moderate,No,No,Yes,Yes,No,No,0,682
41152357,https://www.airbnb.com/rooms/41152357,9834932,Entire home,39.7532,-105.0216,3,2.0,8,4.9,126,310.0,64.0,62390.0,356.0,1,27.5,3.0,High,Large,No,No,Yes,Yes,No,No,0,683
42807831,https://www.airbnb.com/rooms/42807831,249689561,Entire townhouse,39.74681,-105.02701,3,3.5,8,4.89,141,374.0,59.0,86510.0,362.0,2,38.0,3.0,High,Small,No,No,Yes,No,No,No,0,684
43260435,https://www.airbnb.com/rooms/43260435,3484713,Entire home,39.75425,-105.02916,3,2.0,11,4.82,34,381.0,40.0,23283.0,365.0,29,14.0,29.0,None,Small,No,No,Yes,Yes,No,No,0,685
43316442,https://www.airbnb.com/rooms/43316442,299373263,Entire townhouse,39.74803,-105.02243,3,4.0,8,4.96,23,406.0,54.0,74266.0,308.0,2,64.0,3.0,Moderate,Individual,No,No,Yes,No,No,No,0,686
43596072,https://www.airbnb.com/rooms/43596072,97330016,Entire bungalow,39.77946,-105.0225,3,3.0,6,5.0,5,344.5,17.0,2416.0,47.0,2,11.0,2.0,High,Small,No,No,Yes,No,No,No,1,687
43614633,https://www.airbnb.com/rooms/43614633,1055107,Entire home,39.77204,-105.00945,3,3.5,8,4.93,61,499.0,59.0,101727.0,359.0,2,15.0,3.0,Low,Small,No,No,Yes,Yes,No,No,0,688
43652507,https://www.airbnb.com/rooms/43652507,113063764,Entire home,39.76334,-105.00573,3,1.0,6,4.9,30,149.0,74.0,14909.0,179.0,29,41.5,30.0,Low,Individual,No,No,Yes,No,No,No,0,689
43843691,https://www.airbnb.com/rooms/43843691,121718072,Entire townhouse,39.74659,-105.02639,3,3.5,8,5.0,56,538.0,72.0,71940.0,288.0,3,26.5,3.0,High,Large,No,No,Yes,No,No,No,0,690
43920210,https://www.airbnb.com/rooms/43920210,3484713,Entire guest suite,39.75398,-105.03047,3,2.0,10,4.38,13,326.0,66.0,13102.0,174.0,29,0.0,32.0,Low,Small,No,No,Yes,Yes,No,No,0,691
44232824,https://www.airbnb.com/rooms/44232824,141122093,Entire townhouse,39.77682,-105.02026,3,2.0,6,5.0,5,200.0,48.0,13160.0,169.0,30,1.5,18.5,None,Individual,No,No,Yes,Yes,No,No,0,692
45577294,https://www.airbnb.com/rooms/45577294,46886824,Entire home,39.77948,-105.01671,3,2.0,6,4.98,57,250.0,96.0,51939.0,232.0,2,14.5,4.0,None,Small,No,No,Yes,Yes,No,No,0,693
45720276,https://www.airbnb.com/rooms/45720276,9691307,Entire home,39.76196,-105.04902,3,1.0,6,4.73,86,176.0,69.0,37293.0,301.0,28,5.0,2.0,High,Moderate,No,No,Yes,Yes,No,No,0,694
47370604,https://www.airbnb.com/rooms/47370604,8410190,Entire guest suite,39.77599,-105.04857,3,2.0,8,5.0,19,206.0,68.0,45953.0,340.0,3,63.5,3.0,None,Small,No,No,Yes,No,No,No,0,695
47490075,https://www.airbnb.com/rooms/47490075,340445453,Entire rental unit,39.76424,-105.00593,3,2.0,4,4.75,4,150.0,0.0,0.0,280.0,29,0.0,0.0,None,Moderate,No,No,Yes,No,No,No,0,696
48755295,https://www.airbnb.com/rooms/48755295,107279139,Entire rental unit,39.77139,-105.04708,3,1.0,8,5.0,2,126.0,0.0,0.0,365.0,29,0.0,0.0,None,Large,No,No,Yes,No,No,No,0,697
48766983,https://www.airbnb.com/rooms/48766983,107279139,Entire townhouse,39.74602,-105.03243,3,2.5,8,4.6,35,306.0,50.0,29013.0,346.0,1,16.0,3.0,None,Large,No,No,Yes,No,No,No,0,698
49420270,https://www.airbnb.com/rooms/49420270,4602071,Entire rental unit,39.75614,-105.0327,3,2.0,6,4.86,114,240.0,60.0,46678.0,360.0,2,46.5,4.0,High,Moderate,No,No,Yes,Yes,No,No,0,699
50270167,https://www.airbnb.com/rooms/50270167,401251189,Entire condo,39.758202,-105.015572,3,2.5,12,4.85,79,407.0,61.0,42454.0,353.0,1,35.5,3.0,None,Moderate,No,No,Yes,No,No,No,0,700
50291676,https://www.airbnb.com/rooms/50291676,129740790,Entire guest suite,39.75922,-105.03471,3,1.0,4,4.92,97,238.0,68.0,39022.0,312.0,2,20.0,3.0,Moderate,Individual,No,No,No,No,No,No,0,701
50308768,https://www.airbnb.com/rooms/50308768,404710147,Entire home,39.76371,-105.0297,3,2.0,8,4.97,117,325.0,45.0,50283.0,358.0,2,37.5,3.0,Low,Individual,No,No,Yes,No,No,No,0,702
50421563,https://www.airbnb.com/rooms/50421563,401251189,Entire condo,39.757935,-105.01548,3,2.5,12,4.86,59,419.0,63.0,44790.0,354.0,1,28.0,3.0,None,Moderate,No,No,Yes,No,No,No,0,703
50600260,https://www.airbnb.com/rooms/50600260,263502162,Entire home,39.76545,-105.010315,3,3.5,4,5.0,10,476.0,63.0,72431.0,267.0,4,11.5,4.5,None,Large,No,No,Yes,No,No,No,0,704
51735228,https://www.airbnb.com/rooms/51735228,2619306,Entire home,39.77268,-105.0421,3,2.5,6,4.98,80,520.0,32.0,24955.0,251.0,2,17.0,4.5,Low,Large,No,No,Yes,No,No,No,0,705
51806978,https://www.airbnb.com/rooms/51806978,28374392,Entire home,39.78107,-105.03375,3,2.0,6,4.97,29,252.0,62.0,28492.0,199.0,3,56.0,4.0,None,Individual,No,No,Yes,No,No,No,0,706
52129891,https://www.airbnb.com/rooms/52129891,12744104,Entire home,39.76921,-105.03631,3,1.0,4,5.0,3,128.0,58.0,12000.0,130.0,29,39.0,3.0,None,Small,No,No,Yes,No,No,No,0,707
52828018,https://www.airbnb.com/rooms/52828018,427702688,Entire home,39.776138,-105.040291,3,2.0,9,4.87,38,395.0,50.0,45818.0,356.0,2,60.0,3.0,Moderate,Individual,No,No,Yes,No,No,No,0,708
53129581,https://www.airbnb.com/rooms/53129581,5877042,Entire home,39.77244,-105.00728,3,2.0,7,4.92,60,269.0,73.0,75272.0,361.0,2,91.0,3.0,Moderate,Individual,No,No,Yes,Yes,No,No,0,709
53147227,https://www.airbnb.com/rooms/53147227,340445453,Entire townhouse,39.7801,-105.01187,3,2.0,8,4.78,9,399.0,38.0,24166.0,365.0,29,0.0,28.0,None,Moderate,No,No,Yes,No,No,No,0,710
53527137,https://www.airbnb.com/rooms/53527137,121718072,Entire home,39.76659,-105.01736,3,4.0,6,4.94,16,605.0,89.0,4015.0,9.0,3,379.0,2.0,Moderate,Large,No,No,Yes,No,No,No,0,711
53612722,https://www.airbnb.com/rooms/53612722,433856602,Entire home,39.77089,-105.00719,3,2.5,6,4.98,81,375.0,75.0,108384.0,362.0,2,73.5,3.0,None,Individual,No,No,Yes,Yes,No,No,0,712
53613288,https://www.airbnb.com/rooms/53613288,24149592,Entire home,39.772,-105.0432,3,2.0,6,5.0,4,548.0,95.0,41014.0,167.0,2,25.0,4.0,None,Small,No,No,Yes,No,No,No,0,713
53676526,https://www.airbnb.com/rooms/53676526,23717157,Entire home,39.75308,-105.03671,3,2.0,4,5.0,1,325.0,25.0,22075.0,338.0,29,5.0,1.0,None,Individual,No,No,Yes,No,No,No,0,714
53953636,https://www.airbnb.com/rooms/53953636,69551645,Entire home,39.77158,-105.01671,3,2.0,6,5.0,38,198.0,74.0,43491.0,364.0,2,20.0,3.0,High,Moderate,No,No,Yes,Yes,No,No,0,715
54051364,https://www.airbnb.com/rooms/54051364,26242355,Entire home,39.76725,-105.00944,3,2.0,7,4.93,14,399.0,66.0,80003.0,345.0,1,7.0,3.0,None,Small,No,No,Yes,No,No,No,0,716
54132444,https://www.airbnb.com/rooms/54132444,121718072,Entire townhouse,39.74601,-105.02654,3,3.5,6,4.66,44,574.0,73.0,71776.0,299.0,2,20.0,3.0,High,Large,No,No,Yes,No,No,No,0,717
542040231642085862,https://www.airbnb.com/rooms/542040231642085862,78499438,Entire home,39.75648,-105.02587,3,2.0,10,5.0,9,726.0,88.0,100083.0,263.0,1,36.0,3.0,None,Small,No,Yes,Yes,No,No,No,0,718
565234057498984267,https://www.airbnb.com/rooms/565234057498984267,33243216,Entire home,39.76953,-105.02033,3,2.0,6,4.97,30,337.0,60.0,73859.0,304.0,2,32.5,3.0,Low,Individual,No,No,Yes,No,No,No,0,719
583869366454190736,https://www.airbnb.com/rooms/583869366454190736,24584153,Entire townhouse,39.7523,-105.02075,3,4.0,6,5.0,25,350.0,25.0,30538.0,365.0,29,62.0,3.0,None,Individual,No,No,Yes,No,No,No,0,720
584717194416438644,https://www.airbnb.com/rooms/584717194416438644,33703515,Entire home,39.755054,-105.034943,3,2.0,6,5.0,1,149.0,96.0,13290.0,91.0,29,39.0,21.5,None,Small,No,No,Yes,Yes,No,No,0,721
588309836929261737,https://www.airbnb.com/rooms/588309836929261737,52771813,Entire home,39.76254,-105.00669,3,3.5,7,4.94,48,575.0,70.0,136954.0,345.0,2,28.0,3.0,High,Individual,No,Yes,Yes,No,No,No,0,722
590041355794154303,https://www.airbnb.com/rooms/590041355794154303,13110443,Entire home,39.7665176392,-105.0372695923,3,2.0,6,4.98,55,540.0,72.0,127601.0,355.0,1,27.0,3.0,High,Individual,No,No,Yes,No,No,No,0,723
592811635791521125,https://www.airbnb.com/rooms/592811635791521125,55147127,Entire bungalow,39.7496267557,-105.0368737716,3,2.0,6,5.0,1,405.0,84.0,28440.0,83.0,3,66.0,6.0,Low,Small,No,No,Yes,No,No,No,1,724
623298670657398656,https://www.airbnb.com/rooms/623298670657398656,43001445,Entire townhouse,39.76014,-105.01303,3,3.0,7,5.0,23,759.0,80.0,174519.0,285.0,1,31.0,2.0,Low,Small,No,No,Yes,Yes,No,No,1,725
628491611616866967,https://www.airbnb.com/rooms/628491611616866967,459477784,Entire townhouse,39.7663,-105.00755,3,3.5,6,4.93,46,531.0,94.0,114468.0,329.0,1,47.0,4.0,High,Individual,No,No,Yes,No,No,No,0,726
643540730589821859,https://www.airbnb.com/rooms/643540730589821859,19908482,Entire home,39.7549155631,-105.0246169136,3,2.0,6,4.67,9,350.0,48.0,10838.0,103.0,2,20.0,3.0,None,Small,No,No,Yes,No,No,No,0,727
648787392012604437,https://www.airbnb.com/rooms/648787392012604437,145580931,Entire home,39.7681978638,-105.0499214645,3,1.5,4,-NA,0,200.0,54.0,25800.0,240.0,29,1.0,2.0,None,Small,No,No,Yes,Yes,No,No,1,728
650085529095764505,https://www.airbnb.com/rooms/650085529095764505,20977649,Entire home,39.76951,-105.05078,3,1.0,8,4.83,12,498.0,72.0,95805.0,295.0,2,41.0,5.0,None,Individual,No,Yes,Yes,Yes,No,No,0,729
654234858856148146,https://www.airbnb.com/rooms/654234858856148146,8282750,Entire home,39.7721438,-105.0156512,3,3.5,6,4.92,13,350.0,18.0,16785.0,289.0,2,21.5,4.5,None,Individual,No,No,Yes,No,No,No,0,730
671850979273654736,https://www.airbnb.com/rooms/671850979273654736,107279139,Entire townhouse,39.76266,-105.01554,3,3.5,8,4.89,47,389.5,62.0,39938.0,326.0,2,39.0,3.0,None,Large,No,No,Yes,No,No,No,0,731
674611885660936051,https://www.airbnb.com/rooms/674611885660936051,11496527,Entire home,39.77574,-105.04012,3,3.0,8,5.0,5,350.0,82.0,99985.0,364.0,3,41.5,3.0,None,Individual,No,No,Yes,No,No,No,0,732
675566690007299701,https://www.airbnb.com/rooms/675566690007299701,127384140,Entire home,39.7745214583,-105.0043292656,3,2.0,5,5.0,4,206.5,79.0,37502.0,284.0,3,13.5,5.0,None,Individual,No,No,Yes,No,No,No,0,733
712417414848715940,https://www.airbnb.com/rooms/712417414848715940,121718072,Entire townhouse,39.7458,-105.02644,3,3.5,10,4.82,22,488.0,89.0,104039.0,329.0,2,5.0,2.0,High,Large,No,No,Yes,No,No,No,0,734
718816278989804273,https://www.airbnb.com/rooms/718816278989804273,24631860,Entire home,39.78106,-105.02052,3,3.5,6,4.9,29,400.0,60.0,44006.0,216.0,2,56.0,3.0,None,Individual,No,No,Yes,No,No,No,0,735
720380344520529601,https://www.airbnb.com/rooms/720380344520529601,6571345,Entire home,39.7526582,-105.0325233,3,2.5,7,5.0,5,135.0,72.0,21856.0,246.0,29,160.0,2.0,None,Individual,No,No,Yes,Yes,No,No,0,736
721550713403013154,https://www.airbnb.com/rooms/721550713403013154,5191065,Entire townhouse,39.75342,-105.01912,3,3.0,5,5.0,16,460.0,66.0,50300.0,188.0,3,40.0,1.0,Low,Individual,No,No,Yes,No,No,No,0,737
725635085598804216,https://www.airbnb.com/rooms/725635085598804216,2619306,Entire home,39.76545,-105.05079,3,2.0,6,5.0,3,222.5,6.0,2963.0,327.0,1,8.0,2.0,High,Large,No,No,Yes,Yes,No,No,0,738
729186134180152192,https://www.airbnb.com/rooms/729186134180152192,40988201,Entire home,39.760315517,-105.0366475358,3,1.5,5,5.0,26,400.0,96.0,81547.0,244.0,2,37.0,4.0,Low,Individual,No,Yes,Yes,No,No,No,0,739
730367630464917794,https://www.airbnb.com/rooms/730367630464917794,64120073,Entire townhouse,39.76235,-105.02466,3,4.0,6,5.0,6,500.0,91.0,55959.0,172.0,2,83.0,3.0,None,Small,No,No,Yes,Yes,No,No,0,740
766383497117362854,https://www.airbnb.com/rooms/766383497117362854,15895580,Entire home,39.75006,-105.03395,3,1.5,5,5.0,3,192.5,70.0,34251.0,272.0,29,34.0,29.0,Low,Small,No,Yes,Yes,Yes,No,No,0,741
772507366618873155,https://www.airbnb.com/rooms/772507366618873155,37408639,Entire home,39.7786662,-105.0161789,3,2.0,8,5.0,2,599.0,26.0,25319.0,311.0,3,13.5,7.5,None,Small,No,No,Yes,Yes,No,No,1,742
777695930302584758,https://www.airbnb.com/rooms/777695930302584758,1388894,Entire home,39.7636573298,-105.0432092941,3,2.0,5,4.92,12,289.0,73.0,12487.0,66.0,2,48.5,5.0,None,Small,No,No,Yes,Yes,No,No,1,743
786238437284187150,https://www.airbnb.com/rooms/786238437284187150,8003782,Entire home,39.7664266037,-105.0439275524,3,3.5,6,-NA,0,298.0,0.0,0.0,167.0,29,93.0,1.0,None,Small,No,No,Yes,No,No,No,1,744
786954114221690829,https://www.airbnb.com/rooms/786954114221690829,31487303,Entire home,39.7710566,-105.043116,3,3.5,10,-NA,0,190.0,21.0,20522.0,319.0,29,0.0,33.5,None,Small,No,No,Yes,Yes,No,Yes,1,745
806507077257345158,https://www.airbnb.com/rooms/806507077257345158,121718072,Entire townhouse,39.74601,-105.02654,3,3.5,8,4.75,12,400.0,55.0,48239.0,210.0,2,42.0,3.0,Moderate,Large,No,Yes,Yes,No,No,No,1,746
807200067805949742,https://www.airbnb.com/rooms/807200067805949742,41540223,Entire home,39.7816583056,-105.0132369672,3,2.0,10,5.0,4,350.0,74.0,6097.0,27.0,3,7.0,2.0,None,Small,No,Yes,Yes,Yes,No,No,1,747
813671068436689105,https://www.airbnb.com/rooms/813671068436689105,47972760,Entire home,39.747370000000004,-105.02481,3,3.5,8,-NA,0,988.0,74.0,16296.0,23.0,1,62.0,3.0,None,Small,No,No,Yes,Yes,No,No,1,748
814495898252483732,https://www.airbnb.com/rooms/814495898252483732,20565369,Entire home,39.764864688,-105.0178563864,3,3.0,6,5.0,2,635.0,100.0,33891.0,75.0,4,85.0,9.0,Low,Small,No,No,Yes,Yes,Yes,No,1,749
825550813870652356,https://www.airbnb.com/rooms/825550813870652356,491207862,Entire home,39.7569137294,-105.0238600337,3,2.5,6,4.93,46,303.0,77.0,54714.0,231.0,1,87.0,3.0,Low,Individual,No,No,Yes,Yes,No,No,1,750
826381356645646396,https://www.airbnb.com/rooms/826381356645646396,38179510,Entire home,39.7531817121,-105.0205622719,3,3.5,9,4.96,26,345.0,50.0,65545.0,252.0,2,45.5,3.0,High,Individual,No,Yes,Yes,No,No,Yes,1,751
827885354256451649,https://www.airbnb.com/rooms/827885354256451649,33703515,Entire home,39.7546078692,-105.0359579752,3,2.0,6,5.0,2,134.0,98.0,9053.0,93.0,29,47.0,30.0,None,Small,No,No,Yes,Yes,No,No,1,752
855327275561281832,https://www.airbnb.com/rooms/855327275561281832,125178529,Entire home,39.762229,-105.0149835,3,4.5,6,5.0,18,730.0,72.0,75478.0,156.0,2,41.0,3.0,High,Individual,No,No,Yes,No,No,No,1,753
864592023965037304,https://www.airbnb.com/rooms/864592023965037304,121718072,Entire home,39.77457,-105.01618,3,2.5,6,4.67,9,282.0,70.0,24802.0,139.0,2,22.0,4.0,High,Large,No,No,Yes,No,No,No,1,754
868862480403511345,https://www.airbnb.com/rooms/868862480403511345,3023868,Entire home,39.7751547,-105.0074496,3,2.5,5,5.0,1,329.0,69.0,19740.0,87.0,30,8.5,30.0,None,Large,No,No,Yes,No,No,No,1,755
878955612195395921,https://www.airbnb.com/rooms/878955612195395921,10137308,Entire home,39.7747409688,-105.0091381452,3,2.0,8,-NA,0,178.5,0.0,0.0,0.0,30,0.0,0.0,Moderate,Small,No,No,Yes,Yes,No,No,1,756
879003853440822388,https://www.airbnb.com/rooms/879003853440822388,11315134,Entire home,39.7657224541,-105.0141031472,3,3.5,10,4.5,1,550.0,42.0,23542.0,104.0,1,34.5,4.0,None,Small,No,No,Yes,Yes,No,No,1,757
879997114192974740,https://www.airbnb.com/rooms/879997114192974740,121718072,Entire townhouse,39.74601,-105.02654,3,3.5,6,4.64,11,311.0,71.0,28574.0,135.0,2,16.5,3.0,High,Large,No,No,Yes,No,No,No,1,758
885716303784245711,https://www.airbnb.com/rooms/885716303784245711,326935430,Entire home,39.7825326,-105.0248638,3,2.0,6,5.0,21,299.0,85.0,20800.0,124.0,1,23.5,3.0,Moderate,Small,No,No,Yes,No,No,No,1,759
919073959090796439,https://www.airbnb.com/rooms/919073959090796439,32512217,Entire home,39.7779851162,-105.0332419464,3,2.0,6,5.0,3,430.0,72.0,14260.0,40.0,2,33.5,3.0,Low,Small,No,No,Yes,No,No,No,1,760
919426282565454215,https://www.airbnb.com/rooms/919426282565454215,107434423,Entire home,39.7475083224,-105.0269345194,3,3.5,8,4.5,4,650.0,57.0,31385.0,65.0,1,13.5,1.0,Moderate,Large,No,No,Yes,Yes,No,No,1,761
931057809034591203,https://www.airbnb.com/rooms/931057809034591203,63538704,Entire home,39.7767233839,-105.0060407989,3,3.5,7,5.0,4,374.0,46.0,11172.0,72.0,2,26.5,2.5,High,Individual,No,No,Yes,No,No,No,1,762
949281145965526683,https://www.airbnb.com/rooms/949281145965526683,416637142,Entire home,39.74982,-105.02502,3,3.0,6,5.0,1,500.0,55.0,20500.0,74.0,3,32.0,4.0,None,Small,No,No,Yes,No,No,No,1,763
954683033347509745,https://www.airbnb.com/rooms/954683033347509745,383837798,Entire home,39.75577,-105.02743,3,3.5,8,-NA,0,230.0,0.0,0.0,82.0,30,0.0,0.0,None,Large,No,No,Yes,No,No,No,1,764
959615598453969634,https://www.airbnb.com/rooms/959615598453969634,374919418,Entire home,39.77028,-105.00445,3,2.5,6,-NA,0,175.0,46.0,6825.0,84.0,29,3.0,5.0,None,Large,No,No,Yes,No,No,No,1,765
966052955291264246,https://www.airbnb.com/rooms/966052955291264246,107279139,Entire home,39.7764136534,-105.0280837364,3,1.5,5,4.67,3,207.0,45.0,1950.0,38.0,1,41.0,7.0,None,Large,No,No,Yes,No,No,No,1,766
968037991296718016,https://www.airbnb.com/rooms/968037991296718016,142202943,Entire condo,39.7589960648,-105.0158968638,3,2.5,8,-Unknown,1,462.0,44.0,10504.0,59.0,1,21.5,2.0,Moderate,Large,No,No,Yes,No,No,No,1,767
968038120057853249,https://www.airbnb.com/rooms/968038120057853249,142202943,Entire condo,39.75724,-105.0145,3,2.5,11,-NA,0,503.5,32.0,7279.0,53.0,1,13.0,2.0,Moderate,Large,No,No,Yes,No,No,No,1,768
970914305412634480,https://www.airbnb.com/rooms/970914305412634480,121718072,Entire home,39.76805,-105.02554,3,1.0,6,-NA,0,165.0,55.0,3151.0,40.0,2,14.0,2.0,High,Large,No,No,Yes,No,No,No,1,769
973916827213121782,https://www.airbnb.com/rooms/973916827213121782,121718072,Entire home,39.76746,-105.01053,3,2.5,6,-NA,0,336.0,15.0,1242.0,26.0,2,66.0,5.0,None,Large,No,No,Yes,Yes,No,No,1,770
6471872,https://www.airbnb.com/rooms/6471872,7477197,Entire home,39.75888,-105.03531,4,2.0,7,4.94,54,475.0,99.0,129372.0,327.0,3,123.0,5.5,None,Small,No,Yes,Yes,Yes,No,No,0,771
13973540,https://www.airbnb.com/rooms/13973540,7556262,Entire home,39.755726,-105.026726,4,3.5,8,4.97,123,387.0,85.0,171668.0,355.0,29,23.0,3.0,High,Large,No,No,Yes,Yes,No,No,0,772
14824298,https://www.airbnb.com/rooms/14824298,65404428,Entire home,39.77064,-105.02294,4,2.0,8,4.85,111,156.0,72.0,14395.0,134.0,29,41.0,6.0,Moderate,Small,No,No,Yes,Yes,No,No,0,773
16244480,https://www.airbnb.com/rooms/16244480,4156700,Entire home,39.74874,-105.03931,4,3.5,6,5.0,6,4464.0,49.0,523356.0,333.0,1,1.0,2.0,None,Small,No,Yes,Yes,No,No,No,0,774
18753893,https://www.airbnb.com/rooms/18753893,22887767,Entire home,39.76429,-105.00783,4,4.0,8,4.98,243,768.0,98.0,185545.0,256.0,2,53.0,3.0,None,Individual,No,Yes,Yes,No,No,No,0,775
19123588,https://www.airbnb.com/rooms/19123588,63715244,Entire home,39.76254,-105.00457,4,2.0,8,4.92,273,160.0,61.0,32075.0,265.0,29,80.0,29.0,None,Individual,No,No,Yes,No,No,No,0,776
20623366,https://www.airbnb.com/rooms/20623366,9921222,Entire home,39.76191,-105.03524,4,2.0,8,4.92,97,400.0,86.0,26019.0,258.0,3,84.0,6.0,None,Small,No,No,Yes,No,No,No,0,777
22231253,https://www.airbnb.com/rooms/22231253,10989140,Entire home,39.77358,-105.02145,4,2.0,8,4.85,266,258.0,75.0,24712.0,169.0,3,38.0,4.0,Moderate,Small,No,No,Yes,No,No,No,0,778
24087247,https://www.airbnb.com/rooms/24087247,8201883,Entire home,39.76103,-105.01502,4,3.5,14,5.0,181,799.0,39.0,121839.0,364.0,2,71.0,2.0,None,Individual,No,No,Yes,Yes,No,No,0,779
26300543,https://www.airbnb.com/rooms/26300543,91134795,Entire home,39.76353,-105.01764,4,4.0,10,4.97,35,695.0,55.0,147693.0,357.0,1,39.0,3.0,Moderate,Small,No,No,Yes,No,No,No,0,780
