 ListingID,Link,Host ID,Listing Type,lat,lng,Bedrooms,Bathrooms,Base Guests,Star Rating,Reviews,Price,Occupancy,Revenue,Active Nights,Min Stay,Booking Window,LOS,Dynamic Pricing,Professionally Managed,Beachfront,Hottub,Kitchen,Pets Allowed,Pool,EV Charger,new_listing,id
24259977,https://www.airbnb.com/rooms/24259977,14291665,Entire rental unit,43.65006,-70.26946,2,1.0,6,4.86,317,194.0,53.0,53392.0,355.0,1,34.0,2.0,High,Small,No,No,Yes,Yes,No,No,0,1177
24265385,https://www.airbnb.com/rooms/24265385,12007598,Entire home,43.63545,-70.22741,2,1.0,4,4.71,7,217.0,100.0,7400.0,37.0,30,15.0,30.0,None,Small,No,No,Yes,Yes,No,No,0,1178
24420871,https://www.airbnb.com/rooms/24420871,506449,Entire rental unit,43.50816,-70.38065,2,1.0,4,4.23,39,189.0,85.0,22316.0,123.0,7,122.0,7.0,None,Small,No,No,Yes,Yes,No,No,0,1179
24421058,https://www.airbnb.com/rooms/24421058,506449,Entire rental unit,43.50816,-70.38065,2,1.0,4,4.23,44,189.0,87.0,22499.0,116.0,7,118.0,7.0,None,Small,No,No,Yes,Yes,No,No,0,1180
24424839,https://www.airbnb.com/rooms/24424839,184430844,Entire rental unit,43.66507,-70.24206,2,1.0,5,4.9,105,284.0,72.0,73881.0,365.0,3,60.0,3.0,None,Individual,No,No,Yes,Yes,No,No,0,1181
24447266,https://www.airbnb.com/rooms/24447266,22492272,Entire cottage,43.56142,-70.27786,2,1.5,5,4.92,26,350.0,89.0,51774.0,331.0,29,93.0,7.0,Low,Small,No,No,Yes,No,No,No,0,1182
24583614,https://www.airbnb.com/rooms/24583614,22173231,Entire home,43.687703,-70.2497745,2,1.0,4,4.83,6,400.0,70.0,85250.0,320.0,2,6.0,2.0,None,Individual,No,No,Yes,No,No,No,0,1183
24602357,https://www.airbnb.com/rooms/24602357,2819839,Entire rental unit,43.65637,-70.27106,2,1.0,4,4.89,353,125.0,68.0,60920.0,343.0,1,28.0,2.0,Moderate,Moderate,No,No,Yes,No,No,No,0,1184
24642467,https://www.airbnb.com/rooms/24642467,179204526,Entire rental unit,43.36025,-70.48216,2,2.0,7,4.96,178,447.0,47.0,81265.0,361.0,2,36.0,3.0,Moderate,Small,No,No,Yes,Yes,No,No,0,1185
24772226,https://www.airbnb.com/rooms/24772226,30771140,Entire condo,43.40315,-70.43039,2,1.5,4,-NA,0,220.0,67.0,5720.0,39.0,7,9.0,13.0,None,Individual,No,Yes,Yes,No,Yes,No,0,1186
24832979,https://www.airbnb.com/rooms/24832979,1804515,Entire condo,43.66016,-70.25121,2,1.5,2,4.98,109,450.0,64.0,70425.0,246.0,3,36.0,3.0,None,Individual,No,No,Yes,No,No,No,0,1187
25058388,https://www.airbnb.com/rooms/25058388,413127258,Entire rental unit,43.39222,-70.53335,2,1.0,6,4.79,90,216.0,51.0,17805.0,154.0,1,8.5,2.5,High,Moderate,No,Yes,Yes,No,Yes,No,0,1188
25163624,https://www.airbnb.com/rooms/25163624,190146989,Entire rental unit,43.49975,-70.43648,2,1.0,4,4.91,67,200.0,0.0,0.0,125.0,1,0.0,0.0,Moderate,Small,No,No,Yes,Yes,No,No,0,1189
25227662,https://www.airbnb.com/rooms/25227662,190609077,Entire rental unit,43.63152,-70.28391,2,1.0,6,4.95,106,149.0,61.0,34044.0,364.0,2,60.0,4.0,Low,Individual,No,No,Yes,No,No,No,0,1190
25293570,https://www.airbnb.com/rooms/25293570,191064237,Entire cottage,43.5375,-70.35052,2,1.0,6,5.0,11,325.0,34.0,38943.0,365.0,7,141.5,7.0,None,Individual,No,No,Yes,No,No,No,0,1191
25374178,https://www.airbnb.com/rooms/25374178,180147252,Entire condo,43.51391,-70.37705,2,1.0,6,4.89,300,265.0,96.0,92241.0,361.0,2,41.0,3.0,High,Individual,Yes,No,Yes,No,No,No,0,1192
25447014,https://www.airbnb.com/rooms/25447014,189838608,Entire rental unit,43.51121,-70.38301,2,1.0,6,4.93,177,129.0,91.0,16035.0,138.0,3,195.0,4.0,None,Small,No,No,Yes,Yes,No,No,0,1193
25576668,https://www.airbnb.com/rooms/25576668,102515481,Entire townhouse,43.66312,-70.25159,2,1.5,4,4.92,50,293.0,94.0,46169.0,153.0,1,43.5,2.0,Moderate,Small,No,No,Yes,No,No,No,0,1194
25727320,https://www.airbnb.com/rooms/25727320,179204526,Entire rental unit,43.36025,-70.48216,2,2.0,5,4.91,186,475.0,48.0,76834.0,331.0,2,36.0,3.0,High,Small,No,No,Yes,Yes,No,No,0,1195
25835629,https://www.airbnb.com/rooms/25835629,194117393,Entire cottage,43.37365,-70.4381,2,1.0,4,5.0,39,395.0,77.0,66459.0,261.0,6,53.0,11.0,None,Small,No,No,Yes,No,No,No,0,1196
25938501,https://www.airbnb.com/rooms/25938501,129264385,Entire rental unit,43.49257,-70.46095,2,1.0,4,4.93,184,196.0,41.0,18465.0,273.0,1,17.0,1.0,None,Small,No,No,Yes,No,No,No,0,1197
26058305,https://www.airbnb.com/rooms/26058305,195037033,Entire cabin,43.84224,-70.62439,2,1.0,5,4.85,39,178.0,78.0,17760.0,130.0,1,86.0,4.0,None,Small,No,No,Yes,Yes,No,No,0,1198
26222774,https://www.airbnb.com/rooms/26222774,28981846,Private room in home,43.66081,-70.19805,2,1.0,4,5.0,106,225.0,91.0,16555.0,117.0,2,51.0,3.0,None,Individual,No,No,No,No,No,No,0,1199
26288798,https://www.airbnb.com/rooms/26288798,179204526,Entire rental unit,43.36025,-70.48435,2,2.0,5,4.87,168,459.0,47.0,68949.0,318.0,1,34.0,2.0,Moderate,Small,No,No,Yes,Yes,No,No,0,1200
26324827,https://www.airbnb.com/rooms/26324827,197971912,Entire cottage,43.76545,-70.36045,2,1.0,7,4.68,41,265.0,75.0,41870.0,214.0,3,65.0,3.0,None,Small,No,No,Yes,No,No,No,0,1201
26335547,https://www.airbnb.com/rooms/26335547,1772145,Entire home,43.78549,-70.17438,2,2.0,4,4.97,89,225.0,53.0,34569.0,349.0,2,120.0,3.0,None,Individual,No,No,Yes,No,No,No,0,1202
26376841,https://www.airbnb.com/rooms/26376841,11327771,Private room in home,43.66607,-70.29027,2,1.5,2,4.85,87,141.0,54.0,15544.0,230.0,2,8.5,3.0,High,Small,No,No,Yes,No,No,No,0,1203
26380047,https://www.airbnb.com/rooms/26380047,148979557,Private room in home,43.66652,-70.28858,2,1.5,4,5.0,3,293.0,66.0,38013.0,258.0,2,9.0,2.0,High,Small,No,No,Yes,No,No,No,0,1204
26386052,https://www.airbnb.com/rooms/26386052,195037033,Entire cabin,43.84145,-70.62251,2,1.0,6,4.91,66,200.0,76.0,20175.0,140.0,1,84.0,4.0,None,Small,No,No,Yes,Yes,No,No,0,1205
26679824,https://www.airbnb.com/rooms/26679824,46028907,Entire rental unit,43.67861,-70.34139,2,1.0,4,4.98,40,170.0,6.0,9576.0,296.0,2,0.0,0.0,None,Small,No,No,Yes,No,No,No,0,1206
26710727,https://www.airbnb.com/rooms/26710727,148083265,Entire condo,43.67803,-70.27885,2,1.0,4,4.85,297,139.0,77.0,42959.0,357.0,2,53.0,2.0,High,Small,No,No,Yes,Yes,No,No,0,1207
26716736,https://www.airbnb.com/rooms/26716736,95938009,Entire condo,43.65687,-70.28814,2,1.0,4,4.94,72,267.0,59.0,29833.0,152.0,2,31.0,3.0,None,Individual,No,No,Yes,No,No,No,0,1208
26987936,https://www.airbnb.com/rooms/26987936,18834104,Entire cottage,43.75918,-70.02183,2,1.0,4,4.88,34,250.0,25.0,7025.0,129.0,3,12.5,5.0,None,Individual,No,No,Yes,Yes,No,No,0,1209
27106305,https://www.airbnb.com/rooms/27106305,204010616,Entire rental unit,43.6550218166,-70.2722333372,2,1.0,7,4.93,44,312.0,73.0,58952.0,270.0,1,23.0,3.0,High,Small,No,No,Yes,Yes,No,No,0,1210
27112766,https://www.airbnb.com/rooms/27112766,68266657,Entire rental unit,43.652496,-70.261055,2,2.0,6,4.94,35,382.0,35.0,37312.0,249.0,5,55.0,5.0,None,Moderate,No,No,Yes,Yes,No,No,0,1211
27134638,https://www.airbnb.com/rooms/27134638,30928382,Entire home,43.49565,-70.47291,2,1.0,4,4.9,241,191.0,97.0,45749.0,298.0,2,30.0,2.0,Moderate,Small,No,No,Yes,No,No,No,0,1212
27196518,https://www.airbnb.com/rooms/27196518,204266409,Private room in home,43.50081,-70.38553,2,3.5,5,4.65,26,180.0,36.0,8195.0,128.0,3,15.5,3.0,None,Moderate,No,No,Yes,No,No,No,0,1213
27225897,https://www.airbnb.com/rooms/27225897,205036076,Entire rental unit,43.54229,-70.34045,2,1.0,4,4.94,82,425.0,74.0,43611.0,172.0,3,90.0,3.0,None,Individual,Yes,No,Yes,Yes,No,No,0,1214
27234329,https://www.airbnb.com/rooms/27234329,40708722,Entire condo,43.50874,-70.38014,2,1.0,4,4.59,17,250.0,39.0,7000.0,71.0,7,0.0,28.0,None,Small,No,No,Yes,No,No,No,0,1215
27402167,https://www.airbnb.com/rooms/27402167,206507508,Entire guest suite,43.51644,-70.37852,2,1.0,4,4.95,106,165.0,98.0,17910.0,107.0,3,98.0,4.0,None,Individual,No,No,Yes,No,No,No,0,1216
27433956,https://www.airbnb.com/rooms/27433956,4758744,Entire rental unit,43.65962,-70.28296,2,1.0,4,4.94,345,189.0,45.0,28692.0,361.0,1,33.0,2.0,None,Individual,No,No,Yes,No,No,No,0,1217
27501733,https://www.airbnb.com/rooms/27501733,207320031,Entire condo,43.52751,-70.36393,2,1.0,6,4.63,76,146.0,91.0,15461.0,132.0,4,169.0,2.0,Moderate,Individual,No,No,Yes,No,No,No,0,1218
27506121,https://www.airbnb.com/rooms/27506121,20509080,Entire rental unit,43.63743,-70.23799,2,1.0,4,4.91,137,153.0,77.0,30584.0,272.0,2,151.5,3.0,Low,Individual,No,No,Yes,No,No,Yes,0,1219
27727226,https://www.airbnb.com/rooms/27727226,96727859,Entire bungalow,43.66256,-70.30699,2,1.0,4,4.79,33,182.0,96.0,9464.0,83.0,30,10.5,16.5,Low,Small,No,No,Yes,Yes,No,No,0,1220
27751183,https://www.airbnb.com/rooms/27751183,15738455,Private room in home,43.83259,-70.10804,2,1.0,2,4.96,24,95.0,24.0,665.0,29.0,1,0.0,0.0,None,Small,No,No,No,No,No,No,0,1221
27878745,https://www.airbnb.com/rooms/27878745,185864185,Entire rental unit,43.67429,-70.28548,2,1.0,6,4.92,207,399.0,55.0,39114.0,355.0,2,25.0,2.0,None,Small,No,No,Yes,No,No,No,0,1222
27892087,https://www.airbnb.com/rooms/27892087,149948280,Entire condo,43.52551,-70.36598,2,2.0,4,5.0,1,350.0,0.0,0.0,303.0,30,0.0,0.0,None,Small,No,No,Yes,No,No,No,0,1223
28041966,https://www.airbnb.com/rooms/28041966,137868290,Entire rental unit,43.50518,-70.38114,2,1.0,4,3.5,1,225.0,20.0,225.0,5.0,7,379.0,2.0,None,Small,No,No,Yes,No,No,No,0,1224
28222041,https://www.airbnb.com/rooms/28222041,45480191,Entire guesthouse,43.97196,-70.59265,2,1.0,4,4.96,162,150.0,41.0,19720.0,357.0,2,92.0,3.0,Low,Small,No,No,Yes,No,No,No,0,1225
28310866,https://www.airbnb.com/rooms/28310866,160329249,Entire rental unit,43.66564,-70.24615,2,1.0,4,4.85,228,199.0,56.0,30387.0,196.0,2,37.0,3.0,Low,Small,No,No,Yes,Yes,No,No,0,1226
28407932,https://www.airbnb.com/rooms/28407932,3611220,Entire guesthouse,43.66174,-70.28877,2,1.0,4,4.96,361,145.0,86.0,36671.0,326.0,1,44.0,2.0,Low,Small,No,No,No,No,No,No,0,1227
28583868,https://www.airbnb.com/rooms/28583868,68266657,Entire rental unit,43.7384643555,-70.2047119141,2,2.0,4,5.0,5,272.0,24.0,38931.0,364.0,30,28.0,10.5,None,Moderate,No,No,Yes,No,No,No,0,1228
28758828,https://www.airbnb.com/rooms/28758828,75979467,Entire condo,43.51778,-70.37211,2,1.0,6,4.83,6,260.0,92.0,8595.0,49.0,7,301.0,7.0,None,Small,No,No,Yes,No,No,No,0,1229
29048029,https://www.airbnb.com/rooms/29048029,100007823,Entire townhouse,43.52473,-70.39782,2,3.0,4,4.48,29,169.0,21.0,10363.0,266.0,6,11.5,9.0,None,Large,No,No,Yes,No,No,No,0,1230
29309083,https://www.airbnb.com/rooms/29309083,37997026,Entire cottage,43.40358,-70.42402,2,1.0,4,4.94,93,494.0,55.0,37616.0,117.0,3,29.5,3.0,Low,Moderate,No,No,Yes,No,No,No,0,1231
29340582,https://www.airbnb.com/rooms/29340582,23673924,Entire rental unit,43.66871,-70.28616,2,1.0,2,5.0,1,249.0,22.0,4510.0,250.0,2,25.0,55.0,Moderate,Individual,No,No,Yes,No,No,No,0,1232
29454861,https://www.airbnb.com/rooms/29454861,22820387,Entire cottage,43.7367,-70.02071,2,1.0,4,4.97,31,240.0,62.0,19403.0,141.0,7,284.0,7.0,None,Individual,No,No,Yes,No,No,No,0,1233
29540038,https://www.airbnb.com/rooms/29540038,196671233,Entire cottage,43.36242,-70.48298,2,1.0,4,5.0,44,288.0,90.0,32893.0,163.0,7,99.0,7.0,Low,Small,No,No,Yes,No,No,No,0,1234
29707344,https://www.airbnb.com/rooms/29707344,183775899,Entire condo,43.50701,-70.38594,2,1.5,5,4.5,8,230.0,4.0,1350.0,257.0,7,36.0,9.0,None,Large,No,No,Yes,No,Yes,No,0,1235
29797297,https://www.airbnb.com/rooms/29797297,224178726,Entire home,43.36451,-70.44374,2,2.0,7,4.69,32,350.0,74.0,67750.0,365.0,7,5.0,2.0,None,Individual,No,No,Yes,Yes,No,No,0,1236
29822409,https://www.airbnb.com/rooms/29822409,119925078,Entire home,43.36481,-70.49223,2,2.0,6,5.0,14,368.0,76.0,49706.0,164.0,7,125.0,7.0,None,Large,No,No,Yes,No,No,No,0,1237
29870729,https://www.airbnb.com/rooms/29870729,116246948,Room in serviced apartment,43.52595,-70.36485,2,1.0,6,4.82,11,150.0,86.0,11557.0,65.0,3,104.0,3.0,None,Small,Yes,No,Yes,No,Yes,No,0,1238
29945128,https://www.airbnb.com/rooms/29945128,1214070,Entire home,43.36767,-70.49763,2,1.0,4,4.8,84,175.0,93.0,29664.0,160.0,2,81.5,2.5,None,Individual,No,No,Yes,No,No,No,0,1239
30087986,https://www.airbnb.com/rooms/30087986,110654234,Entire rental unit,43.5238851248,-70.3807077408,2,2.0,4,-NA,0,150.0,13.0,7030.0,270.0,21,0.0,15.5,None,Moderate,No,No,Yes,No,No,No,0,1240
30311867,https://www.airbnb.com/rooms/30311867,28676441,Entire cabin,43.80122,-70.90671,2,1.0,6,4.96,168,160.0,62.0,31523.0,362.0,2,64.0,2.0,None,Individual,Yes,No,Yes,No,No,No,0,1241
30436061,https://www.airbnb.com/rooms/30436061,418942070,Entire rental unit,43.668278,-70.243492,2,1.0,6,4.8,187,300.0,53.0,58537.0,358.0,2,35.0,2.0,None,Small,No,No,Yes,No,No,No,0,1242
30880788,https://www.airbnb.com/rooms/30880788,11216904,Entire guest suite,43.90674,-70.20474,2,1.0,5,4.97,70,98.0,92.0,38721.0,357.0,3,33.5,6.0,Low,Individual,No,No,Yes,No,No,Yes,0,1243
30947630,https://www.airbnb.com/rooms/30947630,20355879,Entire rental unit,43.6462,-70.26786,2,1.0,6,4.86,206,250.0,95.0,41758.0,175.0,3,86.5,3.0,None,Small,No,No,Yes,Yes,No,No,0,1244
31057937,https://www.airbnb.com/rooms/31057937,309747570,Entire home,43.377,-70.54389,2,1.0,3,4.9,41,245.0,88.0,29275.0,136.0,7,184.0,7.0,None,Large,No,No,Yes,No,No,No,0,1245
31179643,https://www.airbnb.com/rooms/31179643,176976618,Entire rental unit,43.53566,-70.71381,2,1.0,6,4.87,126,130.0,38.0,13063.0,363.0,2,22.0,4.0,None,Individual,No,No,Yes,No,No,No,0,1246
31201656,https://www.airbnb.com/rooms/31201656,233314901,Entire cottage,43.43423,-70.50758,2,1.0,4,5.0,14,230.0,49.0,21550.0,189.0,7,10.0,7.0,None,Small,No,No,Yes,No,Yes,No,0,1247
31407726,https://www.airbnb.com/rooms/31407726,66811685,Private room in nature lodge,43.51547,-70.37647,2,2.0,6,4.5,4,445.0,35.0,26718.0,164.0,2,64.5,2.0,None,Small,No,No,Yes,No,No,No,0,1248
31441083,https://www.airbnb.com/rooms/31441083,40708722,Entire condo,43.50873,-70.38017,2,1.0,5,3.58,12,260.0,78.0,17098.0,91.0,7,73.0,7.0,None,Small,No,No,Yes,No,No,No,0,1249
31464281,https://www.airbnb.com/rooms/31464281,105006593,Entire home,43.5128,-70.38522,2,1.0,6,4.32,81,248.0,54.0,17781.0,198.0,3,21.5,2.5,High,Large,Yes,No,Yes,Yes,No,No,0,1250
31571518,https://www.airbnb.com/rooms/31571518,183775899,Entire condo,43.66883,-70.24783,2,1.0,4,4.74,115,178.0,16.0,11004.0,362.0,2,41.0,3.0,None,Large,No,No,Yes,No,No,No,0,1251
31832047,https://www.airbnb.com/rooms/31832047,189723806,Entire home,43.360445,-70.477069,2,1.5,4,4.33,3,605.0,32.0,83247.0,327.0,1,77.0,5.0,None,Moderate,No,No,Yes,No,No,No,0,1252
31984539,https://www.airbnb.com/rooms/31984539,160460336,Entire cottage,43.722859,-69.995101,2,1.0,4,5.0,6,272.0,0.0,0.0,0.0,3,0.0,0.0,None,Large,No,No,Yes,No,No,No,0,1253
32090975,https://www.airbnb.com/rooms/32090975,239395343,Island,43.73921,-70.18034,2,1.0,5,4.89,63,300.0,33.0,20875.0,215.0,1,71.0,2.0,None,Individual,No,No,Yes,Yes,No,No,0,1254
32143494,https://www.airbnb.com/rooms/32143494,145838765,Private room in home,43.50472,-70.38715,2,1.5,5,5.0,38,120.0,76.0,28660.0,325.0,2,44.5,4.0,None,Individual,No,No,No,No,No,No,0,1255
32209465,https://www.airbnb.com/rooms/32209465,102624984,Entire home,43.9273,-70.55795,2,2.0,6,-Unknown,2,375.0,95.0,26745.0,79.0,5,93.0,5.0,None,Individual,No,No,Yes,No,No,No,0,1256
32459795,https://www.airbnb.com/rooms/32459795,243722114,Entire guesthouse,43.68848,-70.3713,2,1.0,4,4.95,66,150.0,100.0,28778.0,191.0,3,114.0,7.0,None,Individual,No,No,Yes,No,No,No,0,1257
32715202,https://www.airbnb.com/rooms/32715202,18665603,Entire cottage,43.40084,-70.42138,2,1.0,3,4.98,94,550.0,65.0,99998.0,280.0,1,64.0,3.0,Moderate,Small,No,No,Yes,No,No,No,0,1258
33046669,https://www.airbnb.com/rooms/33046669,248728079,Entire condo,43.51587,-70.37383,2,2.0,8,4.81,31,329.0,98.0,68898.0,188.0,2,145.0,4.0,None,Individual,Yes,No,Yes,No,Yes,No,0,1259
33154792,https://www.airbnb.com/rooms/33154792,98518354,Entire rental unit,43.66398,-70.24947,2,1.0,4,4.97,271,224.0,60.0,44018.0,348.0,2,27.0,2.0,Moderate,Small,No,No,Yes,No,No,No,0,1260
33180766,https://www.airbnb.com/rooms/33180766,209137258,Entire rental unit,43.66417,-70.27995,2,1.0,6,4.96,282,298.0,79.0,49219.0,257.0,1,50.0,3.0,High,Small,No,No,Yes,No,No,No,0,1261
33221072,https://www.airbnb.com/rooms/33221072,71575282,Entire rental unit,43.66764,-70.25034,2,1.0,4,4.94,16,274.0,85.0,11001.0,53.0,1,22.0,2.0,None,Individual,No,No,Yes,No,No,No,0,1262
33368793,https://www.airbnb.com/rooms/33368793,55008671,Entire rental unit,43.83543,-70.10925,2,1.0,4,4.9,21,110.0,78.0,15428.0,230.0,4,52.5,19.0,None,Small,No,No,Yes,No,No,No,0,1263
33687653,https://www.airbnb.com/rooms/33687653,216866605,Entire condo,43.51481,-70.37351,2,2.0,6,-NA,0,520.0,97.0,96536.0,219.0,7,208.0,7.0,None,Small,No,Yes,Yes,No,Yes,No,0,1264
33830998,https://www.airbnb.com/rooms/33830998,117484912,Entire rental unit,43.6520843506,-70.2629089355,2,1.0,5,4.93,385,347.0,51.0,53968.0,351.0,1,45.0,1.0,None,Moderate,No,No,Yes,No,No,No,0,1265
34208207,https://www.airbnb.com/rooms/34208207,22897559,Entire rental unit,43.65018,-70.26319,2,1.0,8,4.5,105,366.0,38.0,31005.0,216.0,2,21.5,2.0,High,Moderate,No,No,Yes,Yes,No,No,0,1266
34224452,https://www.airbnb.com/rooms/34224452,258026632,Entire condo,43.64941,-70.27557,2,1.0,4,4.98,82,279.0,22.0,23800.0,236.0,2,73.0,2.0,None,Small,No,No,No,No,No,No,0,1267
34415666,https://www.airbnb.com/rooms/34415666,105006593,Entire rental unit,43.50392,-70.3825,2,1.0,6,4.53,101,454.0,81.0,53401.0,298.0,3,14.0,3.0,High,Large,Yes,No,Yes,No,No,No,0,1268
34421356,https://www.airbnb.com/rooms/34421356,39963561,Entire rental unit,43.65666,-70.27318,2,1.0,4,4.82,323,220.0,54.0,47430.0,353.0,1,23.0,2.0,Low,Small,No,No,Yes,No,No,No,0,1269
34447506,https://www.airbnb.com/rooms/34447506,185864185,Entire rental unit,43.67403,-70.28588,2,1.0,4,4.95,185,299.0,49.0,37549.0,353.0,2,31.5,2.0,Low,Small,No,No,Yes,No,No,No,0,1270
34470762,https://www.airbnb.com/rooms/34470762,2275939,Entire rental unit,43.66625,-70.24868,2,1.5,4,4.76,58,367.0,72.0,46994.0,252.0,3,16.0,3.0,None,Small,No,No,Yes,No,No,No,0,1271
34496089,https://www.airbnb.com/rooms/34496089,66639280,Entire cottage,43.43338,-70.50823,2,2.0,5,5.0,5,300.0,51.0,41100.0,251.0,7,49.0,10.0,None,Small,No,No,Yes,No,Yes,No,0,1272
34720939,https://www.airbnb.com/rooms/34720939,72936126,Entire cottage,43.64978,-70.18416,2,1.0,3,4.77,14,185.0,75.0,26637.0,221.0,7,5.0,2.0,None,Individual,No,No,Yes,No,No,No,0,1273
34781718,https://www.airbnb.com/rooms/34781718,262266381,Entire cottage,43.36815,-70.49683,2,1.0,4,4.96,101,185.0,62.0,39800.0,197.0,2,142.0,3.0,None,Individual,No,No,Yes,No,No,No,0,1274
34853134,https://www.airbnb.com/rooms/34853134,36962388,Entire condo,43.651222229,-70.2760620117,2,2.5,4,5.0,11,500.0,54.0,48385.0,179.0,1,21.0,3.0,Low,Small,No,No,Yes,Yes,No,No,0,1275
34902472,https://www.airbnb.com/rooms/34902472,263057256,Entire cabin,43.84104,-70.61956,2,1.0,4,5.0,6,285.0,71.0,30430.0,139.0,7,5.0,2.0,None,Small,Yes,No,Yes,No,No,No,0,1276
34934162,https://www.airbnb.com/rooms/34934162,247442479,Entire home,43.50687,-70.40654,2,2.0,4,4.17,18,138.0,0.0,0.0,256.0,2,0.0,0.0,None,Small,No,No,No,No,Yes,No,0,1277
34962753,https://www.airbnb.com/rooms/34962753,14291665,Entire rental unit,43.65175,-70.26715,2,1.0,4,4.95,64,333.0,65.0,48169.0,331.0,2,37.5,2.0,Moderate,Small,No,No,Yes,Yes,No,No,0,1278
35009494,https://www.airbnb.com/rooms/35009494,67521346,Entire home,43.51101,-70.38432,2,1.0,6,4.87,47,289.0,38.0,7535.0,102.0,3,322.5,6.5,None,Individual,No,No,Yes,No,No,No,0,1279
35033598,https://www.airbnb.com/rooms/35033598,121683635,Entire rental unit,43.5211,-70.36889,2,1.0,4,3.9,10,185.0,0.0,0.0,350.0,3,0.0,0.0,None,Large,No,No,Yes,No,No,No,0,1280
35033721,https://www.airbnb.com/rooms/35033721,121683635,Entire rental unit,43.52295,-70.36855,2,1.0,4,4.5,14,199.0,0.0,0.0,365.0,3,0.0,0.0,None,Large,No,No,Yes,No,No,No,0,1281
35033936,https://www.airbnb.com/rooms/35033936,121683635,Entire rental unit,43.5216,-70.36933,2,1.0,4,3.8,6,199.0,0.0,0.0,355.0,3,0.0,0.0,None,Large,No,No,Yes,No,No,No,0,1282
35034087,https://www.airbnb.com/rooms/35034087,121683635,Entire rental unit,43.52219,-70.36926,2,1.0,8,4.36,11,230.0,60.0,27529.0,152.0,3,98.0,7.0,None,Large,No,No,Yes,No,No,No,0,1283
35038100,https://www.airbnb.com/rooms/35038100,55255553,Entire rental unit,43.66027,-70.2825,2,1.0,4,4.88,178,192.0,77.0,41473.0,290.0,2,83.0,2.0,Low,Small,No,No,Yes,No,No,No,0,1284
35039744,https://www.airbnb.com/rooms/35039744,121541694,Entire rental unit,43.51777,-70.37126,2,1.0,8,4.56,26,59.0,40.0,9211.0,210.0,7,78.5,7.0,None,Small,No,No,Yes,No,No,No,0,1285
35092044,https://www.airbnb.com/rooms/35092044,7759391,Entire cottage,43.65435,-70.19579,2,1.0,4,4.84,122,187.0,39.0,28959.0,360.0,2,57.0,2.0,None,Individual,No,No,Yes,No,No,No,0,1286
35310362,https://www.airbnb.com/rooms/35310362,265849888,Entire guest suite,43.9025878906,-70.4751281738,2,1.5,5,4.91,118,150.0,47.0,20403.0,247.0,2,29.0,2.0,None,Small,No,No,Yes,No,No,Yes,0,1287
35381082,https://www.airbnb.com/rooms/35381082,208218125,Entire cottage,43.51592,-70.37731,2,1.0,6,4.9,81,500.0,65.0,32428.0,187.0,1,9.5,2.0,None,Small,No,No,Yes,Yes,No,No,0,1288
35540608,https://www.airbnb.com/rooms/35540608,232363062,Entire condo,43.52056,-70.37054,2,1.0,6,4.73,112,289.0,76.0,20217.0,102.0,2,79.5,2.5,High,Small,No,No,No,No,No,No,0,1289
35548847,https://www.airbnb.com/rooms/35548847,160329249,Entire rental unit,43.66611,-70.24452,2,1.0,6,4.82,115,225.0,53.0,37355.0,209.0,2,67.5,3.0,Low,Small,No,No,Yes,No,No,No,0,1290
35638470,https://www.airbnb.com/rooms/35638470,73763768,Entire cottage,43.80159,-70.90724,2,1.0,4,4.9,110,131.0,61.0,30704.0,358.0,4,19.0,3.0,Low,Individual,No,No,Yes,Yes,No,No,0,1291
35680829,https://www.airbnb.com/rooms/35680829,160329249,Entire rental unit,43.66528,-70.24669,2,1.0,4,4.86,148,125.0,61.0,31084.0,221.0,2,33.5,3.0,Low,Small,No,No,Yes,Yes,No,No,0,1292
35742204,https://www.airbnb.com/rooms/35742204,166015440,Entire home,43.36836,-70.4381,2,2.5,4,4.89,9,950.0,80.0,46192.0,100.0,4,67.5,3.0,None,Small,No,No,Yes,No,No,No,0,1293
35757767,https://www.airbnb.com/rooms/35757767,160329249,Entire rental unit,43.66633,-70.24396,2,1.0,8,4.92,155,275.0,66.0,52231.0,212.0,2,42.0,3.0,Low,Small,No,No,Yes,No,No,No,0,1294
35765372,https://www.airbnb.com/rooms/35765372,232363062,Entire condo,43.52007,-70.37028,2,1.0,6,4.66,98,289.0,93.0,23030.0,95.0,2,77.0,3.0,None,Small,No,No,No,No,No,No,0,1295
35833730,https://www.airbnb.com/rooms/35833730,37997026,Entire condo,43.40777,-70.43295,2,1.5,6,4.87,89,441.0,32.0,44033.0,284.0,2,37.0,2.0,None,Moderate,No,No,Yes,No,No,No,0,1296
35993900,https://www.airbnb.com/rooms/35993900,264969911,Private room in home,43.82246,-70.89733,2,1.0,2,5.0,13,125.0,47.0,14759.0,266.0,1,22.0,4.0,None,Individual,No,No,No,No,No,No,0,1297
36056386,https://www.airbnb.com/rooms/36056386,20109140,Entire home,43.87479,-70.08908,2,1.0,6,4.81,27,125.0,50.0,9520.0,129.0,3,107.5,3.0,None,Small,No,No,Yes,Yes,No,No,0,1298
36110238,https://www.airbnb.com/rooms/36110238,121683635,Entire cottage,43.84224,-70.62195,2,1.0,7,4.62,13,259.5,76.0,31437.0,155.0,4,134.0,7.0,Low,Large,No,No,Yes,No,No,No,0,1299
